ucsc,hgnc_symbol
uc063nqm.1,NOTCH4
uc063nqn.1,TSBP1-AS1
uc063nqo.1,TSBP1
uc063nqp.1,TSBP1
uc063nqq.1,TSBP1
uc063nqr.1,TSBP1
uc063nqs.1,TSBP1
uc063nqt.1,TSBP1
uc063nqu.1,RNU6-603P
uc063nqv.1,BTNL2
uc063nqw.1,BTNL2
uc063nqx.1,RNU1-61P
uc063nqz.1,HLA-DQA1
uc063nra.1,HLA-DQA1
uc063nrb.1,HLA-DQA1
uc063nrc.1,HLA-DQA1
uc063nrd.1,HLA-DQA1
uc063nre.1,HLA-DQB1
uc063nrf.1,HLA-DQB1
uc063nrg.1,HLA-DQB1
uc063nrh.1,HLA-DQB1
uc063nri.1,HLA-DQB1-AS1
uc063nrj.1,HLA-DQB1
uc063nrk.1,HLA-DQB1
uc063nrl.1,HLA-DQB1
uc063nrm.1,
uc063nrn.1,
uc063nro.1,
uc063nrp.1,
uc063nrq.1,HLA-DQB2
uc063nrr.1,HLA-DQB2
uc063nrs.1,HLA-DOB
uc063nrt.1,HLA-DOB
uc063nru.1,
uc063nrv.1,HLA-DOB
uc063nrw.1,TAP2
uc063nrx.1,TAP2
uc063nry.1,TAP2
uc063nrz.1,PSMB8
uc063nsa.1,PSMB8
uc063nsb.1,PSMB8
uc063nsc.1,PSMB8-AS1
uc063nsd.1,PSMB8-AS1
uc063nse.1,PSMB9
uc063nsf.1,PSMB9
uc063nsg.1,TAP1
uc063nsh.1,TAP1
uc063nsi.1,PSMB9
uc063nsj.1,PSMB9
uc063nsk.1,HLA-DMB
uc063nsl.1,HLA-DMB
uc063nsm.1,HLA-DMB
uc063nso.1,
uc063nsp.1,HLA-DMA
uc063nsq.1,HLA-DMA
uc063nsr.1,HLA-DMA
uc063nss.1,HLA-DMA
uc063nst.1,HLA-DMA
uc063nsu.1,HLA-DMA
uc063nsv.1,HLA-DMA
uc063nsw.1,HLA-DMA
uc063nsx.1,BRD2
uc063nsy.1,BRD2
uc063nsz.1,
uc063nta.1,BRD2
uc063ntb.1,BRD2
uc063ntc.1,BRD2
uc063ntd.1,BRD2
uc063nte.1,BRD2
uc063ntf.1,
uc063ntg.1,BRD2
uc063nth.1,BRD2
uc063nti.1,BRD2
uc063ntj.1,BRD2
uc063ntk.1,BRD2
uc063ntl.1,BRD2
uc063ntm.1,BRD2
uc063ntn.1,BRD2
uc063nto.1,HLA-DOA
uc063ntq.1,HLA-DOA
uc063ntr.1,HLA-DOA
uc063nts.1,HLA-DOA
uc063ntt.1,HLA-DOA
uc063ntu.1,HLA-DPA1
uc063ntv.1,HLA-DPA1
uc063ntw.1,HLA-DPA1
uc063ntx.1,HLA-DPA1
uc063nty.1,HLA-DPA1
uc063ntz.1,HLA-DPA1
uc063nua.1,HLA-DPB1
uc063nub.1,HLA-DPB1
uc063nuc.1,HLA-DPB1
uc063nud.1,HLA-DPB1
uc063nue.1,HLA-DPB1
uc063nuf.1,HLA-DPB1
uc063nug.1,HCG24
uc063nuh.1,COL11A2
uc063nui.1,COL11A2
uc063nuj.1,RXRB
uc063nuk.1,RXRB
uc063nul.1,SLC39A7
uc063nun.1,SLC39A7
uc063nuo.1,HSD17B8
uc063nup.1,
uc063nuq.1,HCG25
uc063nur.1,HCG25
uc063nus.1,VPS52
uc063nut.1,HCG25
uc063nuu.1,VPS52
uc063nuv.1,VPS52
uc063nuw.1,VPS52
uc063nux.1,VPS52
uc063nuy.1,VPS52
uc063nuz.1,VPS52
uc063nva.1,VPS52
uc063nvb.1,VPS52
uc063nvc.1,RPS18
uc063nvd.1,RPS18
uc063nve.1,RPS18
uc063nvf.1,RPS18
uc063nvg.1,RPS18
uc063nvh.1,RPS18
uc063nvi.1,B3GALT4
uc063nvj.1,WDR46
uc063nvk.1,WDR46
uc063nvl.1,WDR46
uc063nvm.1,WDR46
uc063nvn.1,WDR46
uc063nvo.1,WDR46
uc063nvp.1,WDR46
uc063nvq.1,WDR46
uc063nvr.1,PFDN6
uc063nvs.1,PFDN6
uc063nvt.1,PFDN6
uc063nvu.1,RGL2
uc063nvv.1,RGL2
uc063nvw.1,RGL2
uc063nvx.1,RGL2
uc063nvy.1,RGL2
uc063nvz.1,RGL2
uc063nwa.1,RGL2
uc063nwb.1,RGL2
uc063nwc.1,RGL2
uc063nwd.1,RGL2
uc063nwe.1,TAPBP
uc063nwf.1,TAPBP
uc063nwg.1,TAPBP
uc063nwh.1,TAPBP
uc063nwi.1,TAPBP
uc063nwj.1,TAPBP
uc063nwk.1,ZBTB22
uc063nwl.1,DAXX
uc063nwm.1,DAXX
uc063nwn.1,DAXX
uc063nwo.1,DAXX
uc063nwp.1,DAXX
uc063nwq.1,DAXX
uc063nws.1,DAXX
uc063nwt.1,DAXX
uc063nwv.1,KIFC1
uc063nww.1,KIFC1
uc063nwx.1,KIFC1
uc063nwy.1,PHF1
uc063nwz.1,PHF1
uc063nxa.1,PHF1
uc063nxb.1,PHF1
uc063nxc.1,PHF1
uc063nxd.1,PHF1
uc063nxe.1,PHF1
uc063nxf.1,PHF1
uc063nxg.1,PHF1
uc063nxh.1,CUTA
uc063nxi.1,CUTA
uc063nxj.1,CUTA
uc063nxk.1,CUTA
uc063nxl.1,CUTA
uc063nxm.1,CUTA
uc063nxn.1,CUTA
uc063nxo.1,CUTA
uc063nxp.1,CUTA
uc063nxq.1,CUTA
uc063nxr.1,SYNGAP1
uc063nxs.1,SYNGAP1
uc063nxt.1,SYNGAP1
uc063nxu.1,SYNGAP1
uc063nxv.1,SYNGAP1-AS1
uc063nxx.1,SYNGAP1
uc063nxy.1,ZBTB9
uc063nxz.1,SYNGAP1-AS1
uc063nya.1,ZBTB9
uc063nyb.1,ZBTB9
uc063nyc.1,RN7SL26P
uc063nyd.1,
uc063nye.1,BAK1
uc063nyf.1,BAK1
uc063nyh.1,ITPR3
uc063nyi.1,ITPR3
uc063nyj.1,UQCC2
uc063nyk.1,UQCC2
uc063nyl.1,LEMD2
uc063nym.1,LEMD2
uc063nyn.1,LEMD2
uc063nyo.1,LEMD2
uc063nyp.1,LEMD2
uc063nyq.1,LEMD2
uc063nyr.1,LEMD2
uc063nys.1,LEMD2
uc063nyt.1,LEMD2
uc063nyu.1,LEMD2
uc063nyv.1,LEMD2
uc063nyw.1,LEMD2
uc063nyx.1,LINC01016
uc063nyy.1,LINC01016
uc063nyz.1,LINC01016
uc063nza.1,
uc063nzb.1,GRM4
uc063nzc.1,GRM4
uc063nzd.1,GRM4
uc063nze.1,GRM4
uc063nzf.1,GRM4
uc063nzg.1,GRM4
uc003oiv.4,HMGA1
uc003oiw.4,HMGA1
uc003ojc.4,HMGA1
uc003ojf.5,SMIM29
uc003ojg.5,SMIM29
uc003ojh.5,SMIM29
uc003ojl.4,NUDT3
uc003ojm.4,RPS10-NUDT3
uc003ojm.4,RPS10
uc003ojn.3,RPS10
uc003ojo.5,PACSIN1
uc003ojp.5,PACSIN1
uc003ojq.3,SPDEF
uc003ojr.4,C6orf106
uc003ojs.4,C6orf106
uc003ojt.3,SNRPC
uc003oju.5,UHRF1BP1
uc003ojw.3,TAF11
uc003ojx.5,ANKS1A
uc003ojz.3,TCP11
uc003oka.4,TCP11
uc003okc.4,TCP11
uc003okd.4,TCP11
uc003okf.2,SCUBE3
uc003oki.2,ZNF76
uc003okj.2,ZNF76
uc003okk.4,DEF6
uc003okm.3,PPARD
uc003okn.4,PPARD
uc003oko.2,FANCE
uc003okp.2,RPL10A
uc003oks.2,RPL10A
uc003okv.6,TULP1
uc003okw.6,TULP1
uc003okx.3,FKBP5
uc003oky.3,FKBP5
uc003okz.2,FKBP5
uc003ola.5,ARMC12
uc003olb.3,ARMC12
uc003olc.3,CLPSL2
uc003old.5,CLPSL1
uc003ole.3,CLPS
uc003olf.2,CLPS
uc003olg.2,LHFPL5
uc003olh.4,SRPK1
uc003oli.4,SRPK1
uc003olj.4,SRPK1
uc003oll.4,SLC26A8
uc003olm.4,SLC26A8
uc003oln.4,SLC26A8
uc003olp.4,MAPK14
uc003olq.4,MAPK14
uc003olr.4,MAPK14
uc003ols.5,MAPK13
uc003olt.5,MAPK13
uc003olu.4,
uc003olv.5,BRPF3
uc003olw.2,PNPLA1
uc003oly.4,C6orf222
uc003olz.3,ETV7
uc003oma.3,ETV7
uc003omb.4,ETV7
uc003omc.4,ETV7
uc003omd.3,PXT1
uc003ome.4,KCTD20
uc003omh.3,STK38
uc003omj.4,SRSF3
uc003omm.5,CDKN1A
uc003omn.4,CDKN1A
uc003omp.2,CPNE5
uc003omr.2,CPNE5
uc003omu.3,PPIL1
uc003omw.4,C6orf89
uc003omx.4,C6orf89
uc003ona.3,PI16
uc003onc.3,MTCH1
uc003ond.3,MTCH1
uc003onf.4,FGD2
uc003oni.2,FGD2
uc003onj.2,FGD2
uc003onk.4,PIM1
uc003onl.5,TMEM217
uc003onn.3,TBC1D22B
uc003onq.4,RNF8
uc003onr.5,RNF8
uc003ons.4,CMTR1
uc003ont.4,CCDC167
uc003onu.2,MDGA1
uc003onx.4,ZFAND3
uc003ony.4,BTBD9
uc003ooc.4,GLO1
uc003ooe.3,DNAH8
uc003ooj.5,GLP1R
uc003ook.2,SAYSD1
uc003oon.4,KCNK5
uc003ooo.4,KCNK17
uc003oop.4,KCNK17
uc003ooq.3,KCNK16
uc003oor.5,KCNK16
uc003oos.3,KIF6
uc003oot.3,KIF6
uc003oou.4,KIF6
uc003oow.4,DAAM2
uc003oox.3,DAAM2
uc003ooy.5,DAAM2
uc003ooz.3,
uc003opd.4,MOCS1
uc003ope.4,MOCS1
uc003opg.3,TDRG1
uc003oph.2,LRFN2
uc003opi.4,UNC5CL
uc003opj.4,TSPO2
uc003opl.4,APOBEC2
uc003opm.4,OARD1
uc003opn.4,OARD1
uc003opo.4,NFYA
uc003opp.4,NFYA
uc003opx.5,TREML1
uc003opy.4,TREM2
uc003oqc.3,TREML4
uc003oqf.3,TREM1
uc003oqg.3,TREM1
uc003oqh.3,NCR2
uc003oqi.3,NCR2
uc003oqj.3,NCR2
uc003oqk.4,LINC01276
uc003oql.4,FOXP4
uc003oqm.4,FOXP4
uc003oqn.3,FOXP4
uc003oqq.5,MDFI
uc003oqr.3,TFEB
uc003oqs.1,TFEB
uc003oqt.3,TFEB
uc003oqu.2,TFEB
uc003oqv.1,TFEB
uc010jvx.4,TEAD3
uc010jvz.3,CLPSL2
uc010jwe.2,PNPLA1
uc010jwf.3,PNPLA1
uc010jwh.4,ETV7
uc010jwi.4,ETV7
uc010jwj.4,ETV7
uc010jwk.5,KCTD20
uc010jwm.2,RAB44
uc010jwp.2,FGD2
uc010jwr.5,TMEM217
uc010jwv.4,BTBD9
uc010jwx.4,BTBD9
uc010jwy.4,KCNK16
uc010jxd.4,TDRG1
uc010jxg.4,OARD1
uc010jxl.3,TREM2
uc010jxm.3,TREML2
uc011dsq.2,SPDEF
uc011dsr.2,TAF11
uc011dsu.4,TCP11
uc011dsv.3,TCP11
uc011dsw.3,TCP11
uc011dsx.3,ZNF76
uc011dsy.2,ZNF76
uc011dtb.2,PPARD
uc011dtc.2,PPARD
uc011dte.1,FKBP5
uc011dtg.3,SRPK1
uc011dti.3,MAPK14
uc011dtl.3,ETV7
uc011dtm.3,KCTD20
uc011dtz.2,KCNK16
uc011dub.3,TSPO2
uc011duc.4,TREML1
uc011dud.4,TREML1
uc021yyv.2,SNRPC
uc021yyw.2,SNRPC
uc021yza.1,MIR3925
uc021yzb.2,CDKN1A
uc021yzc.2,CDKN1A
uc021yzd.2,PI16
uc021yzf.3,MIR4462
uc021yzh.2,DNAH8
uc021yzj.2,TREM1
uc021yzk.2,MIR4641
uc021yzl.2,TFEB
uc031son.1,MIR5690
uc031sop.2,TFEB
uc032wui.1,MIR6835
uc032wuj.2,SMIM29
uc032wur.2,
uc032wuw.1,MIR7111
uc032wuy.2,ARMC12
uc032wuz.1,CLPSL2
uc032wva.2,CLPSL2
uc032wvg.1,PANDAR
uc063nzh.1,HMGA1
uc063nzi.1,SMIM29
uc063nzj.1,SMIM29
uc063nzk.1,
uc063nzl.1,
uc063nzm.1,
uc063nzn.1,
uc063nzo.1,
uc063nzp.1,RPS10-NUDT3
uc063nzq.1,RPS10
uc063nzu.1,RPS10
uc063nzv.1,PACSIN1
uc063nzw.1,PACSIN1
uc063nzy.1,PACSIN1
uc063nzz.1,PACSIN1
uc063oaa.1,PACSIN1
uc063oab.1,C6orf106
uc063oac.1,RN7SL200P
uc063oad.1,
uc063oae.1,
uc063oaf.1,SNRPC
uc063oag.1,UHRF1BP1
uc063oah.1,RNY3P15
uc063oai.1,ANKS1A
uc063oaj.1,TCP11
uc063oak.1,TCP11
uc063oal.1,TCP11
uc063oam.1,TCP11
uc063oan.1,TCP11
uc063oao.1,TCP11
uc063oap.1,TCP11
uc063oaq.1,TCP11
uc063oar.1,TCP11
uc063oas.1,TCP11
uc063oat.1,TCP11
uc063oau.1,TCP11
uc063oav.1,TCP11
uc063oaw.1,TCP11
uc063oax.1,TCP11
uc063oay.1,TCP11
uc063oaz.1,TCP11
uc063oba.1,TCP11
uc063obb.1,TCP11
uc063obd.1,TCP11
uc063obe.1,TCP11
uc063obg.1,
uc063obh.1,ZNF76
uc063obi.1,ZNF76
uc063obj.1,ZNF76
uc063obk.1,ZNF76
uc063obl.1,ZNF76
uc063obm.1,ZNF76
uc063obn.1,ZNF76
uc063obo.1,DEF6
uc063obp.1,DEF6
uc063obq.1,PPARD
uc063obr.1,RPL10A
uc063obs.1,RPL10A
uc063obt.1,RPL10A
uc063obu.1,TEAD3
uc063obw.1,TULP1
uc063obx.1,TULP1
uc063oby.1,TULP1
uc063obz.1,TULP1
uc063oca.1,TULP1
uc063ocb.1,TULP1
uc063occ.1,
uc063ocd.1,
uc063ocf.1,
uc063ocg.1,ARMC12
uc063och.1,CLPSL1
uc063oci.1,CLPS
uc063ocj.1,LHFPL5
uc063ocl.1,SRPK1
uc063ocm.1,SRPK1
uc063ocn.1,SRPK1
uc063oco.1,SRPK1
uc063ocp.1,SRPK1
uc063ocq.1,SRPK1
uc063ocr.1,SRPK1
uc063ocs.1,SRPK1
uc063oct.1,SRPK1
uc063ocv.1,SLC26A8
uc063ocw.1,SLC26A8
uc063ocx.1,SLC26A8
uc063ocy.1,SLC26A8
uc063ocz.1,SLC26A8
uc063oda.1,MAPK14
uc063odb.1,MAPK14
uc063odc.1,MAPK14
uc063odd.1,MAPK14
uc063ode.1,MAPK14
uc063odf.1,MAPK14
uc063odg.1,MAPK13
uc063odh.1,MAPK13
uc063odi.1,MAPK13
uc063odj.1,
uc063odk.1,BRPF3
uc063odm.1,BRPF3
uc063odn.1,BRPF3
uc063odo.1,BRPF3
uc063odp.1,BRPF3
uc063odq.1,BRPF3
uc063odr.1,BRPF3
uc063ods.1,BRPF3
uc063odt.1,BRPF3
uc063odu.1,BRPF3
uc063odv.1,PNPLA1
uc063odw.1,
uc063odx.1,PXT1
uc063ody.1,
uc063odz.1,KCTD20
uc063oea.1,KCTD20
uc063oeb.1,KCTD20
uc063oec.1,KCTD20
uc063oed.1,KCTD20
uc063oee.1,KCTD20
uc063oef.1,KCTD20
uc063oeg.1,RN7SL502P
uc063oeh.1,RN7SL748P
uc063oei.1,SRSF3
uc063oej.1,SRSF3
uc063oek.1,SRSF3
uc063oel.1,SRSF3
uc063oem.1,SRSF3
uc063oen.1,SRSF3
uc063oeo.1,SRSF3
uc063oep.1,RNU1-88P
uc063oeq.1,
uc063oer.1,CDKN1A
uc063oes.1,CDKN1A
uc063oet.1,CDKN1A
uc063oeu.1,CDKN1A
uc063oey.1,PPIL1
uc063oez.1,C6orf89
uc063ofa.1,C6orf89
uc063ofb.1,
uc063ofc.1,PI16
uc063ofe.1,MTCH1
uc063off.1,MTCH1
uc063ofg.1,MTCH1
uc063ofh.1,MTCH1
uc063ofi.1,FGD2
uc063ofj.1,FGD2
uc063ofk.1,FGD2
uc063ofl.1,FGD2
uc063ofm.1,FGD2
uc063ofn.1,FGD2
uc063ofo.1,FGD2
uc063ofp.1,PIM1
uc063ofq.1,PIM1
uc063ofr.1,TMEM217
uc063ofs.1,TMEM217
uc063oft.1,TMEM217
uc063ofu.1,TMEM217
uc063ofv.1,RNF8
uc063ofw.1,RNF8
uc063ofx.1,RNF8
uc063ofy.1,RNF8
uc063ofz.1,RNF8
uc063oga.1,RN7SL273P
uc063ogb.1,RNF8
uc063ogc.1,CMTR1
uc063ogd.1,CMTR1
uc063oge.1,CMTR1
uc063ogf.1,CMTR1
uc063ogg.1,CMTR1
uc063ogh.1,LINC02520
uc063ogi.1,
uc063ogj.1,
uc063ogk.1,MDGA1
uc063ogl.1,MDGA1
uc063ogm.1,MDGA1
uc063ogn.1,MDGA1
uc063ogo.1,MDGA1
uc063ogp.1,MDGA1
uc063ogq.1,MDGA1
uc063ogr.1,MDGA1
uc063ogs.1,MDGA1
uc063ogt.1,
uc063ogu.1,ZFAND3
uc063ogv.1,ZFAND3
uc063ogw.1,RN7SL285P
uc063ogx.1,RNU1-87P
uc063ogy.1,ZFAND3
uc063ogz.1,ZFAND3
uc063oha.1,ZFAND3
uc063ohb.1,ZFAND3
uc063ohc.1,BTBD9
uc063ohd.1,
uc063ohe.1,BTBD9-AS1
uc063ohf.1,
uc063ohg.1,BTBD9
uc063ohh.1,BTBD9
uc063ohi.1,BTBD9
uc063ohj.1,BTBD9
uc063ohk.1,GLO1
uc063ohl.1,
uc063ohm.1,DNAH8
uc063ohn.1,DNAH8
uc063oho.1,RN7SL465P
uc063ohp.1,
uc063ohq.1,DNAH8
uc063ohr.1,
uc063ohs.1,
uc063oht.1,
uc063ohu.1,SAYSD1
uc063ohv.1,SAYSD1
uc063ohw.1,KCNK17
uc063ohx.1,KCNK16
uc063ohy.1,KIF6
uc063ohz.1,KIF6
uc063oia.1,KIF6
uc063oib.1,KIF6
uc063oic.1,RNU1-54P
uc063oid.1,KIF6
uc063oii.1,
uc063oij.1,DAAM2
uc063oik.1,
uc063oil.1,
uc063oim.1,
uc063oin.1,
uc063oio.1,MOCS1
uc063oip.1,MOCS1
uc063oir.1,MOCS1
uc063ois.1,MOCS1
uc063oit.1,
uc063oiu.1,TDRG1
uc063oiv.1,TDRG1
uc063oiw.1,LINC00951
uc063oix.1,
uc063oiz.1,RNU6-250P
uc063oja.1,
uc063ojb.1,
uc063ojc.1,
uc063ojd.1,UNC5CL
uc063oje.1,UNC5CL
uc063ojf.1,OARD1
uc063ojg.1,TSPO2
uc063ojh.1,OARD1
uc063oji.1,OARD1
uc063ojj.1,OARD1
uc063ojk.1,OARD1
uc063ojl.1,OARD1
uc063ojm.1,OARD1
uc063ojn.1,OARD1
uc063ojo.1,OARD1
uc063ojp.1,OARD1
uc063ojq.1,OARD1
uc063ojr.1,OARD1
uc063ojs.1,OARD1
uc063ojt.1,TREML1
uc063oju.1,TREM2
uc063ojv.1,TREML4
uc063ojw.1,TREML4
uc063ojx.1,RNA5SP207
uc063ojy.1,TREM1
uc063ojz.1,TREM1
uc063oka.1,TREM1
uc063okb.1,TREM1
uc063okc.1,RNU6-643P
uc063okd.1,
uc063oke.1,
uc063okf.1,FOXP4-AS1
uc063okg.1,LINC01276
uc063okh.1,FOXP4-AS1
uc063oki.1,FOXP4-AS1
uc063okj.1,FOXP4-AS1
uc063okk.1,FOXP4-AS1
uc063okl.1,FOXP4
uc063okm.1,FOXP4
uc063okn.1,FOXP4
uc063oko.1,MDFI
uc063okp.1,MDFI
uc063okq.1,MDFI
uc063okr.1,MDFI
uc063oks.1,MDFI
uc063okt.1,MDFI
uc063oku.1,MDFI
uc063okv.1,MDFI
uc063okw.1,TFEB
uc063okx.1,TFEB
uc003oqy.2,TFEB
uc003ora.3,PGC
uc003orc.3,FRS3
uc003ord.3,
uc003orh.3,USP49
uc003ori.3,USP49
uc003ork.4,MED20
uc003orl.4,BYSL
uc003orm.5,CCND3
uc003orn.4,CCND3
uc003oro.5,CCND3
uc003orp.5,CCND3
uc003orr.4,TAF8
uc003ors.4,TAF8
uc003ort.4,TAF8
uc003oru.2,TAF8
uc003orv.2,TAF8
uc003orw.3,C6orf132
uc003orx.4,GUCA1A
uc003orz.4,GUCA1B
uc003osa.5,MRPS10
uc003osc.3,TRERF1
uc003osd.3,TRERF1
uc003ose.3,TRERF1
uc003osf.4,UBR2
uc003osk.4,PRPH2
uc003osl.4,TBCC
uc003osn.2,BICRAL
uc003osp.1,BICRAL
uc003osr.2,RPL7L1
uc003ost.4,RPL7L1
uc003osv.5,RPL7L1
uc003osw.3,C6orf226
uc003osx.4,PTCRA
uc003ota.5,CNPY3
uc003otd.4,GNMT
uc003otf.4,PEX6
uc003oth.5,PPP2R5D
uc003otk.4,MEA1
uc003otl.4,KLHDC3
uc003otn.4,KLHDC3
uc003otp.2,RRP36
uc003otq.4,CUL7
uc003ots.2,MRPL2
uc003ott.5,MRPL2
uc003otu.4,KLC4
uc003otv.3,KLC4
uc003otw.3,KLC4
uc003otx.3,KLC4
uc003oty.3,KLC4
uc003oua.5,PTK7
uc003oub.3,PTK7
uc003ouc.3,PTK7
uc003oud.3,PTK7
uc003oue.3,PTK7
uc003oui.4,SRF
uc003ouj.2,CUL9
uc003ouk.4,CUL9
uc003oul.4,CUL9
uc003oum.2,CUL9
uc003ouo.4,DNPH1
uc003oup.4,DNPH1
uc003ouq.2,TTBK1
uc003ous.4,SLC22A7
uc003out.4,SLC22A7
uc003ouu.2,CRIP3
uc003ouw.4,ZNF318
uc003oux.3,ZNF318
uc003ouy.2,ABCC10
uc003ouz.1,ABCC10
uc003ova.5,DLK2
uc003ovb.5,DLK2
uc003ovc.3,TJAP1
uc003ovd.2,TJAP1
uc003ovf.2,TJAP1
uc003ovk.3,LRRC73
uc003ovl.2,YIPF3
uc003ovn.4,POLR1C
uc003ovo.3,POLR1C
uc003ovp.3,XPO5
uc003ovq.5,POLH
uc003ovs.5,GTPBP2
uc003ovu.4,MAD2L1BP
uc003ovv.4,MAD2L1BP
uc003ovw.3,RSPH9
uc003ovx.3,RSPH9
uc003ovy.3,MRPS18A
uc003ovz.3,MRPS18A
uc003owd.5,VEGFA
uc003owe.5,VEGFA
uc003owg.5,VEGFA
uc003owh.5,VEGFA
uc003owi.5,VEGFA
uc003owj.5,VEGFA
uc003owm.2,
uc003own.4,C6orf223
uc003owo.4,C6orf223
uc003owp.4,MRPL14
uc003owq.2,TMEM63B
uc003owr.4,TMEM63B
uc003owt.1,CAPN11
uc003owu.2,SLC29A1
uc003owv.1,SLC29A1
uc003owx.3,SLC29A1
uc003owy.3,SLC29A1
uc003owz.1,SLC29A1
uc003oxa.3,HSP90AB1
uc003oxb.3,HSP90AB1
uc003oxd.5,SLC35B2
uc003oxe.1,NFKBIE
uc003oxf.3,TMEM151B
uc003oxh.3,TMEM151B
uc003oxi.3,TCTE1
uc003oxk.4,SPATS1
uc003oxl.4,CDC5L
uc003oxn.3,SUPT3H
uc003oxo.5,SUPT3H
uc003oxp.5,SUPT3H
uc003oxt.5,RUNX2
uc003oxu.5,CLIC5
uc003oxv.4,CLIC5
uc003oxx.5,CLIC5
uc003oxy.4,ENPP4
uc003oxz.2,ENPP5
uc003oya.2,ENPP5
uc003oyb.3,RCAN2
uc003oyc.3,RCAN2
uc003oyd.3,RCAN2
uc003oye.4,
uc003oyf.3,CYP39A1
uc003oyg.3,SLC25A27
uc003oyh.4,SLC25A27
uc010jxy.4,PTCRA
uc010jxz.4,PTCRA
uc010jyd.5,PPP2R5D
uc010jyi.3,MRPL2
uc010jyk.4,CUL9
uc010jyn.3,CRIP3
uc010jyv.4,GTPBP2
uc010jyx.5,VEGFA
uc010jyy.2,TMEM63B
uc010jza.2,AARS2
uc010jzd.2,CYP39A1
uc011duf.2,PRICKLE4
uc011dug.2,TOMM6
uc011duh.3,MED20
uc011duk.4,CCND3
uc011dun.3,TAF8
uc011dur.3,UBR2
uc011dvb.3,CUL7
uc011dvd.3,KLC4
uc011dve.3,PTK7
uc011dvg.2,TTBK1
uc011dvh.1,TJAP1
uc011dvi.1,TJAP1
uc011dvt.4,SLC35B2
uc011dvu.4,SLC35B2
uc011dvx.3,RUNX2
uc011dvy.2,RUNX2
uc021yzm.1,PGC
uc021yzp.2,PTCRA
uc021yzv.2,VEGFA
uc021yzy.1,MIR4647
uc021yzz.2,SPATS1
uc021zaa.1,MIR4642
uc021zab.1,MIR586
uc021zac.1,RNU6-754P
uc031sor.1,HSP90AB1
uc032wvt.2,CCND3
uc032wwa.1,MIR6780B
uc032wwb.2,DLK2
uc032wwf.2,VEGFA
uc032wwh.2,SLC35B2
uc032wwl.2,SLC35B2
uc032wwu.2,RUNX2
uc063oky.1,TFEB
uc063okz.1,TFEB
uc063ola.1,TFEB
uc063olb.1,TFEB
uc063olc.1,TFEB
uc063old.1,TFEB
uc063ole.1,TFEB
uc063olf.1,
uc063olg.1,PGC
uc063olh.1,PGC
uc063oli.1,
uc063olj.1,FRS3
uc063olk.1,FRS3
uc063oll.1,FRS3
uc063olm.1,FRS3
uc063oln.1,
uc063olo.1,
uc063olp.1,PRICKLE4
uc063olq.1,PRICKLE4
uc063olr.1,PRICKLE4
uc063ols.1,PRICKLE4
uc063olt.1,PRICKLE4
uc063olv.1,TOMM6
uc063olx.1,
uc063oly.1,USP49
uc063olz.1,USP49
uc063oma.1,USP49
uc063omb.1,
uc063omc.1,
uc063omd.1,MED20
uc063ome.1,MED20
uc063omg.1,MED20
uc063omh.1,MED20
uc063omi.1,MED20
uc063omj.1,
uc063omk.1,BYSL
uc063oml.1,BYSL
uc063omm.1,BYSL
uc063omn.1,BYSL
uc063omo.1,CCND3
uc063omp.1,CCND3
uc063omq.1,CCND3
uc063omr.1,CCND3
uc063oms.1,CCND3
uc063omt.1,CCND3
uc063omu.1,CCND3
uc063omv.1,CCND3
uc063omw.1,CCND3
uc063omx.1,CCND3
uc063omy.1,CCND3
uc063omz.1,CCND3
uc063ona.1,CCND3
uc063onb.1,CCND3
uc063onc.1,CCND3
uc063ond.1,CCND3
uc063one.1,RNU6-761P
uc063onf.1,
uc063ong.1,CCND3
uc063onh.1,TAF8
uc063oni.1,TAF8
uc063onj.1,TAF8
uc063onk.1,TAF8
uc063onl.1,
uc063onm.1,C6orf132
uc063onn.1,GUCA1A
uc063ono.1,GUCA1A
uc063onp.1,
uc063onq.1,
uc063onr.1,GUCA1A
uc063ons.1,GUCA1A
uc063ont.1,TRERF1
uc063onu.1,TRERF1
uc063onv.1,UBR2
uc063onw.1,RNU6-890P
uc063onx.1,BICRAL
uc063onz.1,RPL7L1
uc063ooa.1,RPL7L1
uc063oob.1,RPL7L1
uc063ooc.1,RPL7L1
uc063ood.1,RPL7L1
uc063ooe.1,RPL7L1
uc063oof.1,CNPY3
uc063oog.1,
uc063ooh.1,
uc063ooi.1,PEX6
uc063ooj.1,PPP2R5D
uc063ook.1,PPP2R5D
uc063ool.1,PPP2R5D
uc063oom.1,PPP2R5D
uc063oon.1,PPP2R5D
uc063ooo.1,PPP2R5D
uc063oop.1,PPP2R5D
uc063ooq.1,KLHDC3
uc063oor.1,RRP36
uc063oos.1,RRP36
uc063oot.1,
uc063oou.1,RN7SL403P
uc063oov.1,KLC4
uc063oow.1,CUL7
uc063oox.1,MRPL2
uc063ooy.1,MRPL2
uc063ooz.1,MRPL2
uc063opa.1,MRPL2
uc063opb.1,MRPL2
uc063opc.1,MRPL2
uc063opd.1,KLC4
uc063ope.1,KLC4
uc063opf.1,KLC4
uc063opg.1,KLC4
uc063oph.1,KLC4
uc063opi.1,KLC4
uc063opj.1,KLC4
uc063opk.1,KLC4
uc063opl.1,KLC4
uc063opm.1,KLC4
uc063opn.1,KLC4
uc063opo.1,KLC4
uc063opp.1,
uc063opq.1,PTK7
